,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,10000,10000,bow_chi2_k10000,0.0625,0.6201413427561837,0.47110185492727213
1,3000,3000,bow_chi2_k3000,0.125,0.6236749116607774,0.4623632499019845
2,1000,1000,bow_chi2_k1000,0.0625,0.6325088339222615,0.4543301590710524
3,5000,5000,bow_chi2_k5000,0.0625,0.6183745583038869,0.45068135432023054
