,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tfidf_chi2_k1000,0.0625,0.9211634137007272,0.5321527815719651
1,5000,5000,tfidf_chi2_k5000,0.0625,0.9173363949483353,0.44128900453400083
2,3000,3000,tfidf_chi2_k3000,1.0,0.9112131649445082,0.4393529637017706
3,10000,10000,tfidf_chi2_k10000,1.0,0.9158055874473785,0.42503468447569154
