,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tfidf_chi2_k1000,4.0,0.9479525449674704,0.6405201584436632
1,3000,3000,tfidf_chi2_k3000,0.5,0.9475698430922311,0.5939649811814761
2,5000,5000,tfidf_chi2_k5000,0.125,0.9510141599693839,0.5457319634671519
3,10000,10000,tfidf_chi2_k10000,0.125,0.9506314580941446,0.5437695116082052
