,run_mode,run_tag,dataset_name,dataset_slug,remove_leakage,leakage_variant,representation,dtm_path,max_rows,train_size,val_size,test_size,random_state,chi2_k_grid,svm_c_grid,best_chi2_k,best_svm_c,baseline_models
0,quick,quick_20260504_153911,cwc_win_lose_mixed,cwc_win_lose_mixed,False,with_leakage,tfidf,../artifacts/features/dtm\cwc_win_lose_mixed\with_leakage\dtm_csr_TF_IDF.npz,1200,0.7,0.1,0.2,42,"[500, 1000]","[0.25, 1.0]",1000,0.25,"['Majority Class', 'TFIDF + SVM']"
