,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,bow_chi2_k1000,0.25,0.8666666666666667,0.3605913605913606
1,500,500,bow_chi2_k500,0.25,0.8583333333333333,0.3553113553113553
