Date,ID,E,Maturity_contract,Call_Put,Time,Pr,Num
20210730,TXO,15800.0,202110,P,84500.0,208.0,1.0
20210730,TXO,15800.0,202110,P,84500.0,208.0,1.0
20210730,TXO,15900.0,202108W1,P,84500.0,2.1,1.0
20210730,TXO,15900.0,202108W1,P,84500.0,2.1,1.0
20210730,TXO,16000.0,202108,P,84500.0,41.5,2.0
20210730,TXO,16000.0,202108,P,84500.0,41.5,2.0
20210730,TXO,16000.0,202108W1,P,84500.0,2.5,10.0
20210730,TXO,16000.0,202108W1,P,84500.0,2.5,10.0
20210730,TXO,16100.0,202108,P,84500.0,50.0,1.0
20210730,TXO,16100.0,202108,P,84500.0,50.0,1.0
20210729,TXO,16100.0,202108W1,P,150000.0,2.8,10.0
20210729,TXO,16100.0,202108W1,P,150000.0,2.8,10.0
20210730,TXO,16200.0,202108,P,84500.0,55.0,1.0
20210730,TXO,16200.0,202108,P,84500.0,55.0,1.0
20210729,TXO,16400.0,202108,P,150000.0,70.0,1.0
20210729,TXO,16400.0,202108,P,150000.0,70.0,1.0
20210730,TXO,16500.0,202108,P,84500.0,83.0,1.0
20210730,TXO,16500.0,202108,P,84500.0,83.0,1.0
20210730,TXO,16600.0,202108,P,84500.0,94.0,69.0
20210730,TXO,16600.0,202108,P,84500.0,94.0,69.0
20210730,TXO,16600.0,202108W1,P,84500.0,8.0,24.0
20210730,TXO,16600.0,202108W1,P,84500.0,8.0,24.0
20210730,TXO,16650.0,202108W1,P,84500.0,9.3,12.0
20210730,TXO,16650.0,202108W1,P,84500.0,9.3,12.0
20210730,TXO,16700.0,202108,P,84500.0,109.0,1.0
20210730,TXO,16700.0,202108,P,84500.0,109.0,1.0
20210730,TXO,16700.0,202108W1,P,84500.0,13.5,16.0
20210730,TXO,16700.0,202108W1,P,84500.0,13.5,16.0
20210730,TXO,16900.0,202108W1,P,84500.0,21.5,2.0
20210730,TXO,16900.0,202108W1,P,84500.0,21.5,2.0
20210730,TXO,16950.0,202108W1,P,84500.0,26.0,1.0
20210730,TXO,16950.0,202108W1,P,84500.0,26.0,1.0
20210730,TXO,17000.0,202108,P,84500.0,168.0,3.0
20210730,TXO,17000.0,202108,P,84500.0,168.0,3.0
20210730,TXO,17000.0,202108W1,P,84500.0,32.5,3.0
20210730,TXO,17000.0,202108W1,P,84500.0,32.5,3.0
20210730,TXO,17050.0,202108W1,P,84500.0,39.0,2.0
20210730,TXO,17050.0,202108W1,P,84500.0,39.0,2.0
20210730,TXO,17100.0,202108,P,84500.0,200.0,8.0
20210730,TXO,17100.0,202108,P,84500.0,200.0,8.0
20210730,TXO,17100.0,202108W1,C,84500.0,348.0,1.0
20210730,TXO,17100.0,202108W1,C,84500.0,348.0,1.0
20210730,TXO,17100.0,202108W1,P,84500.0,45.5,5.0
20210730,TXO,17100.0,202108W1,P,84500.0,45.5,5.0
20210729,TXO,17150.0,202108W1,C,150000.0,320.0,2.0
20210729,TXO,17150.0,202108W1,C,150000.0,320.0,2.0
20210730,TXO,17150.0,202108W1,C,84500.0,283.0,10.0
20210730,TXO,17150.0,202108W1,C,84500.0,283.0,10.0
20210730,TXO,17150.0,202108W1,P,84500.0,55.0,7.0
20210730,TXO,17150.0,202108W1,P,84500.0,55.0,7.0
20210729,TXO,17200.0,202108W1,P,150000.0,65.0,3.0
20210729,TXO,17200.0,202108W1,P,150000.0,65.0,3.0
20210730,TXO,17200.0,202108W1,P,84500.0,65.0,12.0
20210730,TXO,17200.0,202108W1,P,84500.0,65.0,12.0
20210730,TXO,17250.0,202108W1,P,84500.0,72.0,4.0
20210730,TXO,17250.0,202108W1,P,84500.0,72.0,4.0
20210730,TXO,17300.0,202108,C,84500.0,280.0,1.0
20210730,TXO,17300.0,202108,C,84500.0,280.0,1.0
20210730,TXO,17300.0,202108,P,84500.0,260.0,18.0
20210730,TXO,17300.0,202108,P,84500.0,260.0,18.0
20210729,TXO,17300.0,202108W1,C,150000.0,208.0,1.0
20210729,TXO,17300.0,202108W1,C,150000.0,208.0,1.0
20210730,TXO,17300.0,202108W1,P,84500.0,93.0,29.0
20210730,TXO,17300.0,202108W1,P,84500.0,93.0,29.0
