Date,ID,E,Maturity_contract,Call_Put,Time,Pr,Num
20211202,TXO,15600.0,202112,P,84500.0,7.1,1.0
20211202,TXO,15600.0,202112,P,84500.0,7.1,1.0
20211202,TXO,15800.0,202112,P,84500.0,9.5,1.0
20211202,TXO,15800.0,202112,P,84500.0,9.5,1.0
20211202,TXO,15900.0,202112,P,84500.0,13.0,5.0
20211202,TXO,15900.0,202112,P,84500.0,13.0,5.0
20211202,TXO,16000.0,202201,P,84500.0,110.0,1.0
20211202,TXO,16000.0,202201,P,84500.0,110.0,1.0
20211202,TXO,16500.0,202112,P,84500.0,33.0,5.0
20211202,TXO,16500.0,202112,P,84500.0,33.0,5.0
20211202,TXO,16600.0,202112W2,P,84500.0,6.7,2.0
20211202,TXO,16600.0,202112W2,P,84500.0,6.7,2.0
20211202,TXO,16700.0,202112,P,84500.0,53.0,1.0
20211202,TXO,16700.0,202112,P,84500.0,53.0,1.0
20211201,TXO,16700.0,202112W2,P,150000.0,8.1,1.0
20211201,TXO,16700.0,202112W2,P,150000.0,8.1,1.0
20211202,TXO,16700.0,202112W2,P,84500.0,9.5,2.0
20211202,TXO,16700.0,202112W2,P,84500.0,9.5,2.0
20211202,TXO,16700.0,202201,P,84500.0,197.0,10.0
20211202,TXO,16700.0,202201,P,84500.0,197.0,10.0
20211202,TXO,16800.0,202112,P,84500.0,60.0,4.0
20211202,TXO,16800.0,202112,P,84500.0,60.0,4.0
20211202,TXO,16800.0,202112W2,P,84500.0,14.0,8.0
20211202,TXO,16800.0,202112W2,P,84500.0,14.0,8.0
20211202,TXO,16900.0,202112,P,84500.0,75.0,19.0
20211202,TXO,16900.0,202112,P,84500.0,75.0,19.0
20211202,TXO,16900.0,202112W2,P,84500.0,18.5,4.0
20211202,TXO,16900.0,202112W2,P,84500.0,18.5,4.0
20211202,TXO,16900.0,202201,P,84500.0,239.0,1.0
20211202,TXO,16900.0,202201,P,84500.0,239.0,1.0
20211202,TXO,16950.0,202112W2,P,84500.0,20.0,23.0
20211202,TXO,16950.0,202112W2,P,84500.0,20.0,23.0
20211202,TXO,17000.0,202112,P,84500.0,88.0,3.0
20211202,TXO,17000.0,202112,P,84500.0,88.0,3.0
20211202,TXO,17000.0,202112W2,P,84500.0,22.5,12.0
20211202,TXO,17000.0,202112W2,P,84500.0,22.5,12.0
20211202,TXO,17000.0,202201,P,84500.0,264.0,10.0
20211202,TXO,17000.0,202201,P,84500.0,264.0,10.0
20211202,TXO,17050.0,202112W2,P,84500.0,26.5,2.0
20211202,TXO,17050.0,202112W2,P,84500.0,26.5,2.0
20211202,TXO,17100.0,202112,P,84500.0,100.0,1.0
20211202,TXO,17100.0,202112,P,84500.0,100.0,1.0
20211202,TXO,17100.0,202112W2,P,84500.0,32.0,17.0
20211202,TXO,17100.0,202112W2,P,84500.0,32.0,17.0
20211201,TXO,17150.0,202112W2,P,150000.0,33.0,1.0
20211201,TXO,17150.0,202112W2,P,150000.0,33.0,1.0
