Date,ID,E,Maturity_contract,Call_Put,Time,Pr,Num
20210526,TXO,15300.0,202107,P,150000.0,194.0,1.0
20210526,TXO,15300.0,202107,P,150000.0,194.0,1.0
20210527,TXO,15400.0,202106,P,84500.0,64.0,1.0
20210527,TXO,15400.0,202106,P,84500.0,64.0,1.0
20210526,TXO,15400.0,202107,P,150000.0,227.0,1.0
20210526,TXO,15400.0,202107,P,150000.0,227.0,1.0
20210527,TXO,15500.0,202106,P,84500.0,74.0,1.0
20210527,TXO,15500.0,202106,P,84500.0,74.0,1.0
20210527,TXO,15500.0,202106W1,P,84500.0,9.5,2.0
20210527,TXO,15500.0,202106W1,P,84500.0,9.5,2.0
20210527,TXO,15600.0,202106,P,84500.0,85.0,1.0
20210527,TXO,15600.0,202106,P,84500.0,85.0,1.0
20210527,TXO,15700.0,202106,P,84500.0,96.0,1.0
20210527,TXO,15700.0,202106,P,84500.0,96.0,1.0
20210527,TXO,15700.0,202106W1,P,84500.0,15.0,6.0
20210527,TXO,15700.0,202106W1,P,84500.0,15.0,6.0
20210527,TXO,15800.0,202106,P,84500.0,117.0,1.0
20210527,TXO,15800.0,202106,P,84500.0,117.0,1.0
20210527,TXO,15800.0,202106W1,P,84500.0,19.5,17.0
20210527,TXO,15800.0,202106W1,P,84500.0,19.5,17.0
20210527,TXO,15900.0,202106,P,84500.0,136.0,1.0
20210527,TXO,15900.0,202106,P,84500.0,136.0,1.0
20210526,TXO,15900.0,202106W1,P,150000.0,29.0,1.0
20210526,TXO,15900.0,202106W1,P,150000.0,29.0,1.0
20210527,TXO,15900.0,202106W1,P,84500.0,27.5,1.0
20210527,TXO,15900.0,202106W1,P,84500.0,27.5,1.0
20210527,TXO,16000.0,202106,P,84500.0,150.0,1.0
20210527,TXO,16000.0,202106,P,84500.0,150.0,1.0
20210527,TXO,16000.0,202106W1,P,84500.0,33.5,6.0
20210527,TXO,16000.0,202106W1,P,84500.0,33.5,6.0
20210527,TXO,16100.0,202106W1,P,84500.0,48.5,1.0
20210527,TXO,16100.0,202106W1,P,84500.0,48.5,1.0
20210527,TXO,16300.0,202106W1,P,84500.0,82.0,2.0
20210527,TXO,16300.0,202106W1,P,84500.0,82.0,2.0
20210527,TXO,16350.0,202106W1,C,84500.0,380.0,1.0
20210527,TXO,16350.0,202106W1,C,84500.0,380.0,1.0
20210527,TXO,16350.0,202106W1,P,84500.0,94.0,1.0
20210527,TXO,16350.0,202106W1,P,84500.0,94.0,1.0
20210527,TXO,16400.0,202106,C,84500.0,470.0,1.0
20210527,TXO,16400.0,202106,C,84500.0,470.0,1.0
20210527,TXO,16400.0,202106W1,P,84500.0,99.0,4.0
20210527,TXO,16400.0,202106W1,P,84500.0,99.0,4.0
20210527,TXO,16450.0,202106W1,P,84500.0,119.0,1.0
20210527,TXO,16450.0,202106W1,P,84500.0,119.0,1.0
20210527,TXO,16500.0,202106,C,84500.0,390.0,2.0
20210527,TXO,16500.0,202106,C,84500.0,390.0,2.0
20210527,TXO,16500.0,202106,P,84500.0,281.0,1.0
20210527,TXO,16500.0,202106,P,84500.0,281.0,1.0
20210527,TXO,16500.0,202106W1,C,84500.0,254.0,3.0
20210527,TXO,16500.0,202106W1,C,84500.0,254.0,3.0
20210527,TXO,16550.0,202106W1,P,84500.0,142.0,1.0
20210527,TXO,16550.0,202106W1,P,84500.0,142.0,1.0
20210526,TXO,16600.0,202106,C,150000.0,346.0,1.0
20210526,TXO,16600.0,202106,C,150000.0,346.0,1.0
20210527,TXO,16600.0,202106,C,84500.0,330.0,4.0
20210527,TXO,16600.0,202106,C,84500.0,330.0,4.0
20210526,TXO,16600.0,202106W1,C,150000.0,214.0,1.0
20210526,TXO,16600.0,202106W1,C,150000.0,214.0,1.0
20210527,TXO,16600.0,202106W1,C,84500.0,191.0,18.0
20210527,TXO,16600.0,202106W1,C,84500.0,191.0,18.0
20210527,TXO,16650.0,202106W1,C,84500.0,178.0,11.0
20210527,TXO,16650.0,202106W1,C,84500.0,178.0,11.0
20210527,TXO,16650.0,202106W1,P,84500.0,191.0,1.0
20210527,TXO,16650.0,202106W1,P,84500.0,191.0,1.0
20210527,TXO,16700.0,202106,C,84500.0,258.0,1.0
20210527,TXO,16700.0,202106,C,84500.0,258.0,1.0
20210526,TXO,16700.0,202106W1,C,150000.0,160.0,1.0
20210526,TXO,16700.0,202106W1,C,150000.0,160.0,1.0
20210527,TXO,16700.0,202106W1,C,84500.0,140.0,10.0
20210527,TXO,16700.0,202106W1,C,84500.0,140.0,10.0
20210527,TXO,16700.0,202106W1,P,84500.0,214.0,1.0
20210527,TXO,16700.0,202106W1,P,84500.0,214.0,1.0
20210526,TXO,16750.0,202106W1,C,150000.0,136.0,2.0
20210526,TXO,16750.0,202106W1,C,150000.0,136.0,2.0
20210527,TXO,16750.0,202106W1,C,84500.0,116.0,7.0
20210527,TXO,16750.0,202106W1,C,84500.0,116.0,7.0
20210527,TXO,16800.0,202106,C,84500.0,231.0,10.0
20210527,TXO,16800.0,202106,C,84500.0,231.0,10.0
20210527,TXO,16800.0,202106W1,C,84500.0,95.0,11.0
20210527,TXO,16800.0,202106W1,C,84500.0,95.0,11.0
20210527,TXO,16850.0,202106W1,C,84500.0,85.0,4.0
20210527,TXO,16850.0,202106W1,C,84500.0,85.0,4.0
20210527,TXO,16900.0,202106,C,84500.0,180.0,2.0
20210527,TXO,16900.0,202106,C,84500.0,180.0,2.0
20210527,TXO,16900.0,202106W1,C,84500.0,62.0,35.0
20210527,TXO,16900.0,202106W1,C,84500.0,62.0,35.0
20210527,TXO,16950.0,202106W1,C,84500.0,50.0,6.0
20210527,TXO,16950.0,202106W1,C,84500.0,50.0,6.0
20210527,TXO,17000.0,202106,C,84500.0,141.0,7.0
20210527,TXO,17000.0,202106,C,84500.0,141.0,7.0
20210527,TXO,17000.0,202106W1,C,84500.0,40.5,14.0
20210527,TXO,17000.0,202106W1,C,84500.0,40.5,14.0
20210526,TXO,17100.0,202106W1,C,150000.0,30.0,1.0
20210526,TXO,17100.0,202106W1,C,150000.0,30.0,1.0
20210527,TXO,17100.0,202106W1,C,84500.0,22.0,2.0
20210527,TXO,17100.0,202106W1,C,84500.0,22.0,2.0
20210527,TXO,17200.0,202106,C,84500.0,86.0,2.0
20210527,TXO,17200.0,202106,C,84500.0,86.0,2.0
20210526,TXO,17200.0,202106W1,C,150000.0,20.0,3.0
20210526,TXO,17200.0,202106W1,C,150000.0,20.0,3.0
20210527,TXO,17200.0,202106W1,C,84500.0,12.5,11.0
20210527,TXO,17200.0,202106W1,C,84500.0,12.5,11.0
20210527,TXO,17700.0,202106,C,84500.0,21.0,1.0
20210527,TXO,17700.0,202106,C,84500.0,21.0,1.0
20210527,TXO,17800.0,202106,C,84500.0,16.0,1.0
20210527,TXO,17800.0,202106,C,84500.0,16.0,1.0
20210527,TXO,18000.0,202106,C,84500.0,11.0,5.0
20210527,TXO,18000.0,202106,C,84500.0,11.0,5.0
