Date,ID,E,Maturity_contract,Call_Put,Time,Pr,Num
20210322,TXO,12800.0,202104,P,84500.0,7.2,1.0
20210322,TXO,12800.0,202104,P,84500.0,7.2,1.0
20210322,TXO,14500.0,202105,P,84500.0,101.0,1.0
20210322,TXO,14500.0,202105,P,84500.0,101.0,1.0
20210322,TXO,14700.0,202104,P,84500.0,48.0,2.0
20210322,TXO,14700.0,202104,P,84500.0,48.0,2.0
20210322,TXO,15000.0,202104,P,84500.0,74.0,1.0
20210322,TXO,15000.0,202104,P,84500.0,74.0,1.0
20210322,TXO,15500.0,202104,P,84500.0,141.0,6.0
20210322,TXO,15500.0,202104,P,84500.0,141.0,6.0
20210319,TXO,15600.0,202103W4,P,150000.0,13.0,1.0
20210319,TXO,15600.0,202103W4,P,150000.0,13.0,1.0
20210322,TXO,15600.0,202103W4,P,84500.0,9.0,1.0
20210322,TXO,15600.0,202103W4,P,84500.0,9.0,1.0
20210322,TXO,15600.0,202104,P,84500.0,172.0,16.0
20210322,TXO,15600.0,202104,P,84500.0,172.0,16.0
20210322,TXO,15700.0,202103W4,P,84500.0,13.5,10.0
20210322,TXO,15700.0,202103W4,P,84500.0,13.5,10.0
20210322,TXO,15750.0,202103W4,P,84500.0,20.5,1.0
20210322,TXO,15750.0,202103W4,P,84500.0,20.5,1.0
20210322,TXO,15800.0,202103W4,P,84500.0,24.0,1.0
20210322,TXO,15800.0,202103W4,P,84500.0,24.0,1.0
20210319,TXO,15850.0,202103W4,P,150000.0,42.0,1.0
20210319,TXO,15850.0,202103W4,P,150000.0,42.0,1.0
20210322,TXO,15850.0,202103W4,P,84500.0,35.0,6.0
20210322,TXO,15850.0,202103W4,P,84500.0,35.0,6.0
20210322,TXO,15900.0,202103W4,P,84500.0,45.5,54.0
20210322,TXO,15900.0,202103W4,P,84500.0,45.5,54.0
20210322,TXO,15900.0,202104,P,84500.0,273.0,1.0
20210322,TXO,15900.0,202104,P,84500.0,273.0,1.0
20210322,TXO,15950.0,202103W4,C,84500.0,180.0,2.0
20210322,TXO,15950.0,202103W4,C,84500.0,180.0,2.0
20210319,TXO,15950.0,202103W4,P,150000.0,68.0,2.0
20210319,TXO,15950.0,202103W4,P,150000.0,68.0,2.0
20210322,TXO,15950.0,202103W4,P,84500.0,58.0,6.0
20210322,TXO,15950.0,202103W4,P,84500.0,58.0,6.0
20210322,TXO,16000.0,202103W4,C,84500.0,144.0,4.0
20210322,TXO,16000.0,202103W4,C,84500.0,144.0,4.0
20210322,TXO,16000.0,202103W4,P,84500.0,74.0,17.0
20210322,TXO,16000.0,202103W4,P,84500.0,74.0,17.0
20210322,TXO,16050.0,202103W4,C,84500.0,114.0,14.0
20210322,TXO,16050.0,202103W4,C,84500.0,114.0,14.0
20210322,TXO,16050.0,202103W4,P,84500.0,87.0,23.0
20210322,TXO,16050.0,202103W4,P,84500.0,87.0,23.0
20210319,TXO,16100.0,202103W4,C,150000.0,91.0,1.0
20210319,TXO,16100.0,202103W4,C,150000.0,91.0,1.0
20210322,TXO,16100.0,202103W4,C,84500.0,88.0,9.0
20210322,TXO,16100.0,202103W4,C,84500.0,88.0,9.0
20210322,TXO,16100.0,202103W4,P,84500.0,114.0,1.0
20210322,TXO,16100.0,202103W4,P,84500.0,114.0,1.0
20210322,TXO,16100.0,202104,C,84500.0,276.0,1.0
20210322,TXO,16100.0,202104,C,84500.0,276.0,1.0
20210322,TXO,16100.0,202104,P,84500.0,343.0,9.0
20210322,TXO,16100.0,202104,P,84500.0,343.0,9.0
20210319,TXO,16150.0,202103W4,C,150000.0,70.0,4.0
20210319,TXO,16150.0,202103W4,C,150000.0,70.0,4.0
20210322,TXO,16150.0,202103W4,C,84500.0,66.0,14.0
20210322,TXO,16150.0,202103W4,C,84500.0,66.0,14.0
20210319,TXO,16150.0,202103W4,P,150000.0,155.0,1.0
20210319,TXO,16150.0,202103W4,P,150000.0,155.0,1.0
20210319,TXO,16200.0,202103W4,C,150000.0,51.0,19.0
20210319,TXO,16200.0,202103W4,C,150000.0,51.0,19.0
20210322,TXO,16200.0,202103W4,C,84500.0,46.0,23.0
20210322,TXO,16200.0,202103W4,C,84500.0,46.0,23.0
20210322,TXO,16200.0,202103W4,P,84500.0,169.0,5.0
20210322,TXO,16200.0,202103W4,P,84500.0,169.0,5.0
20210322,TXO,16200.0,202104,C,84500.0,228.0,1.0
