Date,ID,E,Maturity_contract,Call_Put,Time,Pr,Num
20211228,TXO,15300.0,202201,P,84500.0,3.0,1.0
20211228,TXO,15300.0,202201,P,84500.0,3.0,1.0
20211228,TXO,17000.0,202201,P,84500.0,31.0,1.0
20211228,TXO,17000.0,202201,P,84500.0,31.0,1.0
20211228,TXO,17700.0,202201,C,84500.0,525.0,4.0
20211228,TXO,17700.0,202201,C,84500.0,525.0,4.0
20211228,TXO,17800.0,202112W5,C,84500.0,334.0,2.0
20211228,TXO,17800.0,202112W5,C,84500.0,334.0,2.0
20211228,TXO,17800.0,202112W5,P,84500.0,3.9,10.0
20211228,TXO,17800.0,202112W5,P,84500.0,3.9,10.0
20211228,TXO,17800.0,202201,P,84500.0,130.0,1.0
20211228,TXO,17800.0,202201,P,84500.0,130.0,1.0
20211228,TXO,17900.0,202112W5,P,84500.0,6.2,1.0
20211228,TXO,17900.0,202112W5,P,84500.0,6.2,1.0
20211228,TXO,17950.0,202112W5,P,84500.0,9.8,1.0
20211228,TXO,17950.0,202112W5,P,84500.0,9.8,1.0
20211228,TXO,18000.0,202112W5,C,84500.0,147.0,11.0
20211228,TXO,18000.0,202112W5,C,84500.0,147.0,11.0
20211228,TXO,18000.0,202112W5,P,84500.0,15.5,37.0
20211228,TXO,18000.0,202112W5,P,84500.0,15.5,37.0
20211228,TXO,18000.0,202201,C,84500.0,310.0,2.0
20211228,TXO,18000.0,202201,C,84500.0,310.0,2.0
20211228,TXO,18050.0,202112W5,C,84500.0,108.0,14.0
20211228,TXO,18050.0,202112W5,C,84500.0,108.0,14.0
20211228,TXO,18050.0,202112W5,P,84500.0,25.0,58.0
20211228,TXO,18050.0,202112W5,P,84500.0,25.0,58.0
20211227,TXO,18100.0,202112W5,C,150000.0,53.0,9.0
20211227,TXO,18100.0,202112W5,C,150000.0,53.0,9.0
20211228,TXO,18100.0,202112W5,C,84500.0,72.0,12.0
20211228,TXO,18100.0,202112W5,C,84500.0,72.0,12.0
20211227,TXO,18100.0,202112W5,P,150000.0,70.0,1.0
20211227,TXO,18100.0,202112W5,P,150000.0,70.0,1.0
20211228,TXO,18100.0,202112W5,P,84500.0,38.0,25.0
20211228,TXO,18100.0,202112W5,P,84500.0,38.0,25.0
20211228,TXO,18100.0,202201,C,84500.0,250.0,2.0
20211228,TXO,18100.0,202201,C,84500.0,250.0,2.0
20211228,TXO,18150.0,202112W5,C,84500.0,41.0,14.0
20211228,TXO,18150.0,202112W5,C,84500.0,41.0,14.0
20211228,TXO,18150.0,202112W5,P,84500.0,65.0,8.0
20211228,TXO,18150.0,202112W5,P,84500.0,65.0,8.0
20211228,TXO,18200.0,202112W5,C,84500.0,22.0,30.0
20211228,TXO,18200.0,202112W5,C,84500.0,22.0,30.0
20211228,TXO,18200.0,202112W5,P,84500.0,96.0,24.0
20211228,TXO,18200.0,202112W5,P,84500.0,96.0,24.0
20211228,TXO,18200.0,202201,C,84500.0,197.0,5.0
20211228,TXO,18200.0,202201,C,84500.0,197.0,5.0
20211228,TXO,18250.0,202112W5,C,84500.0,15.0,20.0
20211228,TXO,18250.0,202112W5,C,84500.0,15.0,20.0
20211227,TXO,18250.0,202112W5,P,150000.0,180.0,1.0
20211227,TXO,18250.0,202112W5,P,150000.0,180.0,1.0
20211228,TXO,18300.0,202112W5,C,84500.0,7.7,6.0
20211228,TXO,18300.0,202112W5,C,84500.0,7.7,6.0
20211228,TXO,18300.0,202201,C,84500.0,152.0,1.0
20211228,TXO,18300.0,202201,C,84500.0,152.0,1.0
20211228,TXO,18700.0,202201,C,84500.0,44.0,1.0
20211228,TXO,18700.0,202201,C,84500.0,44.0,1.0
20211228,TXO,19900.0,202112W5,C,84500.0,0.1,2.0
20211228,TXO,19900.0,202112W5,C,84500.0,0.1,2.0
