Date,ID,E,Maturity_contract,Call_Put,Time,Pr,Num
20210108,TXO,12000.0,202102,P,84500.0,19.5,15.0
20210108,TXO,12000.0,202102,P,84500.0,19.5,15.0
20210108,TXO,12800.0,202102,P,84500.0,28.5,1.0
20210108,TXO,12800.0,202102,P,84500.0,28.5,1.0
20210108,TXO,14000.0,202101,P,84500.0,20.0,1.0
20210108,TXO,14000.0,202101,P,84500.0,20.0,1.0
20210108,TXO,14100.0,202101,P,84500.0,18.5,9.0
20210108,TXO,14100.0,202101,P,84500.0,18.5,9.0
20210108,TXO,14100.0,202101W2,P,84500.0,2.5,1.0
20210108,TXO,14100.0,202101W2,P,84500.0,2.5,1.0
20210108,TXO,14200.0,202101,P,84500.0,22.0,1.0
20210108,TXO,14200.0,202101,P,84500.0,22.0,1.0
20210108,TXO,14300.0,202101,P,84500.0,30.0,1.0
20210108,TXO,14300.0,202101,P,84500.0,30.0,1.0
20210108,TXO,14400.0,202101,P,84500.0,30.0,2.0
20210108,TXO,14400.0,202101,P,84500.0,30.0,2.0
20210107,TXO,14500.0,202101,P,150000.0,39.0,2.0
20210107,TXO,14500.0,202101,P,150000.0,39.0,2.0
20210107,TXO,14500.0,202101W2,P,150000.0,8.3,1.0
20210107,TXO,14500.0,202101W2,P,150000.0,8.3,1.0
20210108,TXO,14500.0,202101W2,P,84500.0,5.0,7.0
20210108,TXO,14500.0,202101W2,P,84500.0,5.0,7.0
20210108,TXO,14650.0,202101W2,P,84500.0,8.6,2.0
20210108,TXO,14650.0,202101W2,P,84500.0,8.6,2.0
20210107,TXO,14700.0,202101,P,150000.0,59.0,2.0
20210107,TXO,14700.0,202101,P,150000.0,59.0,2.0
20210107,TXO,14700.0,202101W2,P,150000.0,14.0,1.0
20210107,TXO,14700.0,202101W2,P,150000.0,14.0,1.0
20210108,TXO,14750.0,202101W2,P,84500.0,10.5,2.0
20210108,TXO,14750.0,202101W2,P,84500.0,10.5,2.0
20210108,TXO,14800.0,202101,C,84500.0,630.0,1.0
20210108,TXO,14800.0,202101,C,84500.0,630.0,1.0
20210108,TXO,14800.0,202101W2,P,84500.0,15.0,1.0
20210108,TXO,14800.0,202101W2,P,84500.0,15.0,1.0
20210108,TXO,14800.0,202102,P,84500.0,210.0,1.0
20210108,TXO,14800.0,202102,P,84500.0,210.0,1.0
20210108,TXO,14850.0,202101W2,P,84500.0,15.0,1.0
20210108,TXO,14850.0,202101W2,P,84500.0,15.0,1.0
20210108,TXO,14900.0,202101,C,84500.0,540.0,2.0
20210108,TXO,14900.0,202101,C,84500.0,540.0,2.0
20210108,TXO,14900.0,202101,P,84500.0,73.0,1.0
20210108,TXO,14900.0,202101,P,84500.0,73.0,1.0
20210108,TXO,14900.0,202101W2,P,84500.0,18.0,2.0
20210108,TXO,14900.0,202101W2,P,84500.0,18.0,2.0
20210108,TXO,14950.0,202101W2,P,84500.0,20.5,1.0
20210108,TXO,14950.0,202101W2,P,84500.0,20.5,1.0
20210108,TXO,15000.0,202101,C,84500.0,460.0,3.0
20210108,TXO,15000.0,202101,C,84500.0,460.0,3.0
20210108,TXO,15000.0,202101,P,84500.0,86.0,14.0
20210108,TXO,15000.0,202101,P,84500.0,86.0,14.0
20210108,TXO,15000.0,202101W2,C,84500.0,430.0,1.0
20210108,TXO,15000.0,202101W2,C,84500.0,430.0,1.0
20210108,TXO,15000.0,202101W2,P,84500.0,24.5,58.0
20210108,TXO,15000.0,202101W2,P,84500.0,24.5,58.0
20210107,TXO,15100.0,202101W2,P,150000.0,69.0,2.0
20210107,TXO,15100.0,202101W2,P,150000.0,69.0,2.0
20210108,TXO,15100.0,202101W2,P,84500.0,40.5,11.0
20210108,TXO,15100.0,202101W2,P,84500.0,40.5,11.0
20210108,TXO,15200.0,202101,C,84500.0,313.0,8.0
20210108,TXO,15200.0,202101,C,84500.0,313.0,8.0
20210108,TXO,15200.0,202101,P,84500.0,140.0,15.0
20210108,TXO,15200.0,202101,P,84500.0,140.0,15.0
20210107,TXO,15200.0,202101W2,C,150000.0,169.0,1.0
20210107,TXO,15200.0,202101W2,C,150000.0,169.0,1.0
20210108,TXO,15200.0,202101W2,C,84500.0,256.0,3.0
20210108,TXO,15200.0,202101W2,C,84500.0,256.0,3.0
20210107,TXO,15200.0,202101W2,P,150000.0,105.0,1.0
20210107,TXO,15200.0,202101W2,P,150000.0,105.0,1.0
20210108,TXO,15200.0,202101W2,P,84500.0,62.0,56.0
20210108,TXO,15200.0,202101W2,P,84500.0,62.0,56.0
20210107,TXO,15300.0,202101W2,C,150000.0,120.0,10.0
20210107,TXO,15300.0,202101W2,C,150000.0,120.0,10.0
20210108,TXO,15300.0,202101W2,C,84500.0,191.0,11.0
20210108,TXO,15300.0,202101W2,C,84500.0,191.0,11.0
20210108,TXO,15300.0,202101W2,P,84500.0,90.0,26.0
20210108,TXO,15300.0,202101W2,P,84500.0,90.0,26.0
20210108,TXO,15400.0,202101,C,84500.0,201.0,9.0
20210108,TXO,15400.0,202101,C,84500.0,201.0,9.0
20210107,TXO,15400.0,202101W2,C,150000.0,80.0,2.0
20210107,TXO,15400.0,202101W2,C,150000.0,80.0,2.0
20210108,TXO,15400.0,202101W2,C,84500.0,134.0,23.0
20210108,TXO,15400.0,202101W2,C,84500.0,134.0,23.0
20210108,TXO,15400.0,202101W2,P,84500.0,140.0,1.0
20210108,TXO,15400.0,202101W2,P,84500.0,140.0,1.0
20210108,TXO,15500.0,202101W2,C,84500.0,94.0,3.0
20210108,TXO,15500.0,202101W2,C,84500.0,94.0,3.0
20210108,TXO,15600.0,202101,C,84500.0,125.0,8.0
20210108,TXO,15600.0,202101,C,84500.0,125.0,8.0
20210108,TXO,15600.0,202101W2,C,84500.0,71.0,32.0
