Date,ID,E,Maturity_contract,Call_Put,Time,Pr,Num
20210517,TXO,9600.0,202106,P,150000.0,17.5,30.0
20210517,TXO,9600.0,202106,P,150000.0,17.5,30.0
20210518,TXO,10000.0,202106,P,84500.0,18.0,16.0
20210518,TXO,10000.0,202106,P,84500.0,18.0,16.0
20210518,TXO,12000.0,202106,P,84500.0,45.0,2.0
20210518,TXO,12000.0,202106,P,84500.0,45.0,2.0
20210518,TXO,12400.0,202106,P,84500.0,54.0,1.0
20210518,TXO,12400.0,202106,P,84500.0,54.0,1.0
20210518,TXO,12800.0,202106,P,84500.0,76.0,1.0
20210518,TXO,12800.0,202106,P,84500.0,76.0,1.0
20210518,TXO,13000.0,202105,P,84500.0,1.2,22.0
20210518,TXO,13000.0,202105,P,84500.0,1.2,22.0
20210517,TXO,13300.0,202105,P,150000.0,10.0,5.0
20210517,TXO,13300.0,202105,P,150000.0,10.0,5.0
20210518,TXO,13300.0,202105,P,84500.0,2.5,32.0
20210518,TXO,13300.0,202105,P,84500.0,2.5,32.0
20210517,TXO,13400.0,202105,P,150000.0,14.0,12.0
20210517,TXO,13400.0,202105,P,150000.0,14.0,12.0
20210518,TXO,13400.0,202105,P,84500.0,3.0,18.0
20210518,TXO,13400.0,202105,P,84500.0,3.0,18.0
