,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,3000,3000,bow_chi2_k3000,0.0625,0.8249336870026526,0.42351827437774986
1,1000,1000,bow_chi2_k1000,0.125,0.8443854995579133,0.4218001373809333
2,10000,10000,bow_chi2_k10000,0.5,0.8116710875331565,0.4085499066874532
3,5000,5000,bow_chi2_k5000,0.0625,0.8178603006189213,0.4063028518928243
