,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,bow_chi2_k1000,0.25,0.8452696728558797,0.3713730361633542
1,5000,5000,bow_chi2_k5000,0.25,0.8275862068965517,0.37033384469281905
2,10000,10000,bow_chi2_k10000,0.0625,0.830238726790451,0.36899828537593465
3,3000,3000,bow_chi2_k3000,2.0,0.8258178603006189,0.36630140989115345
