,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,bow_chi2_k1000,4.0,0.9005524861878453,0.7368507263244105
1,3000,3000,bow_chi2_k3000,0.125,0.9116022099447514,0.7241960378420584
2,5000,5000,bow_chi2_k5000,0.0625,0.9005524861878453,0.7164387790307059
3,10000,5773,bow_chi2_k5773,0.0625,0.8895027624309392,0.7089259946402803
