,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tf_chi2_k1000,0.25,0.6837455830388692,0.3222943012679742
1,10000,10000,tf_chi2_k10000,1.0,0.6890459363957597,0.32122737624355746
2,3000,3000,tf_chi2_k3000,2.0,0.6872791519434629,0.32049999783513233
3,5000,5000,tf_chi2_k5000,0.25,0.6872791519434629,0.3171121499061089
