,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,bow_chi2_k1000,0.5,0.9525449674703406,0.6343821391345642
1,3000,3000,bow_chi2_k3000,1.0,0.9437428243398392,0.6182535625158576
2,5000,5000,bow_chi2_k5000,0.0625,0.9491006505931879,0.5261221008234811
3,10000,10000,bow_chi2_k10000,0.0625,0.9456563337160352,0.5131345017701928
