Date,File,S0,Contract,ContractExpiryDate,Maturity,Rf
2020/05/11,o20200511.csv,"11,013.26",202005,2020/5/20,9,0.0084
2020/05/12,o20200512.csv,"10,879.47",202005,2020/5/20,8,0.0084
2020/05/13,o20200513.csv,"10,938.27",202005,2020/5/20,7,0.0084
2020/05/14,o20200514.csv,"10,780.88",202005,2020/5/20,6,0.0084
2020/05/15,o20200515.csv,"10,814.92",202005,2020/5/20,5,0.0084
2020/05/18,o20200518.csv,"10,740.55",202005,2020/5/20,2,0.0084
2020/05/19,o20200519.csv,"10,860.44",202005,2020/5/20,1,0.0084
2020/05/20,o20200520.csv,"10,907.80",202006,2020/6/17,28,0.0084
2020/05/21,o20200521.csv,"11,008.31",202006,2020/6/17,27,0.0084
2020/05/22,o20200522.csv,"10,811.15",202006,2020/6/17,26,0.0084
2020/05/25,o20200525.csv,"10,871.18",202006,2020/6/17,23,0.0084
2020/05/26,o20200526.csv,"10,997.21",202006,2020/6/17,22,0.0084
2020/05/27,o20200527.csv,"11,014.66",202006,2020/6/17,21,0.0084
2020/05/28,o20200528.csv,"10,944.19",202006,2020/6/17,20,0.0084
2020/05/29,o20200529.csv,"10,942.16",202006,2020/6/17,19,0.0084
2020/06/01,o20200601.csv,"11,079.02",202006,2020/6/17,16,0.0084
2020/06/02,o20200602.csv,"11,127.93",202006,2020/6/17,15,0.0084
2020/06/03,o20200603.csv,"11,320.16",202006,2020/6/17,14,0.0084
2020/06/04,o20200604.csv,"11,393.23",202006,2020/6/17,13,0.0084
2020/06/05,o20200605.csv,"11,479.40",202006,2020/6/17,12,0.0084
2020/06/08,o20200608.csv,"11,610.32",202006,2020/6/17,9,0.0084
2020/06/09,o20200609.csv,"11,637.11",202006,2020/6/17,8,0.0084
2020/06/10,o20200610.csv,"11,720.16",202006,2020/6/17,7,0.0084
2020/06/11,o20200611.csv,"11,535.77",202006,2020/6/17,6,0.0084
2020/06/12,o20200612.csv,"11,429.94",202006,2020/6/17,5,0.0084
2020/06/15,o20200615.csv,"11,306.26",202006,2020/6/17,2,0.0084
2020/06/16,o20200616.csv,"11,511.64",202006,2020/6/17,1,0.0084
2020/06/17,o20200617.csv,"11,534.59",202007,2020/7/15,28,0.0084
2020/06/18,o20200618.csv,"11,548.33",202007,2020/7/15,27,0.0084
