Date,Call_IV_Mean,Put_IV_Mean,Call_IV_Std,Put_IV_Std,Call_Count,Put_Count,Call_Volume,Put_Volume,PCR (Trade Count),PCR (Volume)
2023-07-19,0.13789332819257638,0.17894668667284921,0.014695496783106488,0.04122759996198981,104,67,5237.0,3084.0,0.6442307692307693,0.5888867672331487
2023-07-20,0.12064217139173483,0.16986388089201396,0.014511372745507525,0.018611082404246797,99,109,4749.0,5342.0,1.101010101010101,1.1248683933459676
2023-07-21,0.11966823700295541,0.17486949846272448,0.027619995800960546,0.05725405347822572,332,202,18703.0,11713.0,0.608433734939759,0.6262631663369513
2023-07-24,0.10124959593525606,0.13634941469893014,0.03212756052922719,0.031625507316399154,207,127,13043.0,7182.0,0.6135265700483091,0.5506401901403052
2023-07-25,0.09608267324279014,0.1324421679152482,0.036301807675503575,0.03704513348332815,412,288,23875.0,15592.0,0.6990291262135923,0.6530680628272252
2023-07-26,0.09372339742123591,0.11718294757628492,0.028954966512655864,0.031204377998981677,594,444,35745.0,27228.0,0.7474747474747475,0.7617289131347041
2023-07-27,0.06678060295281492,0.10042426941496631,0.027025986189691188,0.030896172139616096,1456,1814,85592.0,104833.0,1.245879120879121,1.2247990466398728
2023-07-28,0.06167837916298813,0.08828549385466768,0.02313680569256868,0.028636909131290945,2108,2227,128179.0,133007.0,1.0564516129032258,1.0376660763463594
2023-07-31,0.08924782556335198,0.04367750777372631,0.03800716064428054,0.04176377525149911,3923,3466,235533.0,200056.0,0.8835075197552893,0.8493756713496623
2023-08-01,0.03764520994355776,0.07847934459952455,0.028382719310158323,0.03735151384389114,2483,2399,140558.0,135621.0,0.9661699556987515,0.9648757096714523
2023-08-02,0.0643044223322105,0.03362447361566237,0.044977575017049604,0.055548926144146506,6400,4869,375044.0,274726.0,0.76078125,0.7325167180384168
2023-08-04,0.10194508074741036,0.1481087679586451,0.027056202455063957,0.03335609285011749,2204,1753,124268.0,95737.0,0.7953720508166969,0.7704075063572279
2023-08-07,0.06435577918442081,0.14032680550903012,0.038216431136731614,0.04210638173866168,2246,2942,128202.0,172169.0,1.3098842386464826,1.3429509680036193
2023-08-08,0.09384202440641194,0.08455772586874707,0.041680305459876416,0.04998335009984755,2899,3125,167409.0,177429.0,1.077957916522939,1.059853412898948
2023-08-09,0.05722418378289783,0.08391752776190736,0.05056039753912802,0.06096763939297725,4931,4308,280367.0,237124.0,0.8736564591360779,0.8457628750887229
2023-08-10,0.1832997745796208,0.14297683286435264,0.03223121355352097,0.05748406975174977,2615,2196,165623.0,125381.0,0.8397705544933078,0.7570264999426408
2023-08-11,0.17992790993979224,0.13083316850362994,0.03271003972140959,0.04381953126009131,2618,2316,157215.0,124484.0,0.8846447669977082,0.7918073975129599
2023-08-14,0.2364204580552738,0.15840502755338887,0.06877693763127507,0.10124101461499797,4616,2379,278831.0,138361.0,0.5153812824956673,0.49621813930301867
2023-08-15,0.21470023168044017,0.2288503395802249,0.07818682349284704,0.1124678325407364,2908,2253,170635.0,127651.0,0.7747592847317745,0.7480938846074955
2023-08-16,0.13156754108466986,0.19673379802555668,0.007508857651790978,0.03721498070738455,72,72,4178.0,4408.0,1.0,1.0550502632838679
2023-08-17,0.12604652137592828,0.22226128728201616,0.03314902073363236,0.08702244579951636,169,182,8902.0,10769.0,1.0769230769230769,1.2097281509773086
2023-08-18,0.16022353900589273,0.16943862147174785,0.028151200151707398,0.018546885850304114,183,367,9583.0,23284.0,2.0054644808743167,2.4297192945841593
2023-08-21,0.14536755205670063,0.17465251137255305,0.013251434687249979,0.014518003350444954,143,158,8607.0,8558.0,1.1048951048951048,0.9943069594516092
