,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,500,500,tf_chi2_k500,0.25,0.8083333333333333,0.5314146418180389
1,1000,1000,tf_chi2_k1000,0.25,0.7916666666666666,0.5172093516970517
