dataset_name,remove_leakage,representation,best_mnir_chi2_k,best_mnir_svm_c,best_direct_chi2_k,best_direct_svm_c,svm_class_weight,n_test,n_bootstrap,direct_svm_macro_f1,mnir_svm_macro_f1,delta_svm_minus_mnir,ci_2.5%,ci_97.5%,ci_excludes_0,interpretation_scope
criminal_win_lose_mixed,True,tf,1000,0.0625,1000,2.0,,5227,5000,0.5541946064454771,0.3220255167639205,0.23216908968155664,0.18444012432146312,0.3026421028304745,True,fixed trained models and fixed test set only
