svm_run_tag,mnir_run_tag,svm_run_dir,mnir_run_dir,dataset_name,remove_leakage,text_version,svm_representation,mnir_representation,svm_chi2_k,svm_c,mnir_chi2_k,mnir_svm_c,svm_class_weight,random_seed,split_id,parameter_source,label_view_for_modeling,n_test,n_bootstrap,bootstrap_method,ci_method,confidence_level,bootstrap_random_seed,all_classes_present,n_invalid_resamples,svm_macro_f1,mnir_svm_macro_f1,delta_svm_minus_mnir,ci_2.5%,ci_97.5%,ci_excludes_0,interpretation_scope
full_20260504_154912,full_20260504_154912,..\artifacts\reports\civil_win_lose_mixed\no_leakage\tfidf\step3_runs\full_20260504_154912,..\artifacts\reports\civil_win_lose_mixed\no_leakage\tfidf\step3_runs\full_20260504_154912,civil_win_lose_mixed,True,no_leakage,tfidf,tfidf,5000,4.0,1000,0.125,,42,random_state_42_train0.7_val0.1_test0.2,fixed_best_run_configs,current,1133,5000,stratified_paired,percentile,0.95,20260703,True,0,0.4277972992985715,0.35252340252340253,0.07527389677516899,0.03637721292725661,0.11503965995298793,True,fixed trained models and fixed test set only
