run_tag,run_dir,dataset_name,remove_leakage,text_version,representation,mnir_chi2_k,mnir_svm_c,svm_chi2_k,svm_c,svm_class_weight,random_seed,split_id,parameter_source,label_view_for_modeling,n_test,n_bootstrap,bootstrap_method,ci_method,confidence_level,bootstrap_random_seed,all_classes_present,n_invalid_resamples,svm_macro_f1,mnir_svm_macro_f1,delta_svm_minus_mnir,ci_2.5%,ci_97.5%,ci_excludes_0,interpretation_scope
full_20260504_154912,..\artifacts\reports\criminal_win_lose_mixed\no_leakage\tf\step3_runs\full_20260504_154912,criminal_win_lose_mixed,True,no_leakage,tf,1000,0.0625,5000,4.0,,42,random_state_42_train0.7_val0.1_test0.2,fixed_params,legacy_defendant_view_then_claimant_view_output,5227,5000,stratified_paired,percentile,0.95,20260703,True,0,0.5772699607148786,0.3702189031543745,0.20705105756050407,0.14329662166100693,0.28022814096195886,True,fixed trained models and fixed test set only
