,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,1000,1000,tf_chi2_k1000,0.125,0.8176795580110497,0.5374580864452713
1,3000,3000,tf_chi2_k3000,0.0625,0.8176795580110497,0.5374580864452713
2,5000,5000,tf_chi2_k5000,0.0625,0.8176795580110497,0.5374580864452713
3,10000,5773,tf_chi2_k5773,0.0625,0.8176795580110497,0.5374580864452713
