,K,Selected Features,Feature Variant,Best C,Validation Accuracy,Validation Macro F1
0,3000,3000,tfidf_chi2_k3000,0.125,0.8287292817679558,0.5465982905982906
1,1000,1000,tfidf_chi2_k1000,0.125,0.8176795580110497,0.5393248257760883
2,5000,5000,tfidf_chi2_k5000,0.0625,0.8176795580110497,0.5384159544159545
3,10000,5773,tfidf_chi2_k5773,0.125,0.8176795580110497,0.5384159544159545
